Time(ms),Sensor,AQI,TVOC,ECO2,Rs0,Rs1,Rs2,Rs3,Temp(C),Humidity(%)
135647884,3,2,136,606,1170102,1,1928963,65336,9.31,64.69
135647886,4,2,116,575,1177650,1,1985262,60854,9.31,64.69
135650904,0,2,128,594,936179,1,1783897,62060,9.27,64.69
135650905,1,2,114,573,1165359,1,2072456,58729,9.27,64.69
135650907,2,2,117,577,1010597,1,2080890,66789,9.27,64.69
135650908,3,2,132,601,1182843,1,1912063,65646,9.27,64.69
135650910,4,2,103,555,1199371,1,1985262,62018,9.27,64.69
135653928,0,2,112,570,911171,1,1726283,63505,9.25,64.75
135653929,1,2,114,573,1176057,1,2002131,58729,9.25,64.75
135653931,2,2,113,571,980942,1,2059171,67175,9.25,64.75
135653932,3,2,139,611,1180444,1,1934848,65005,9.25,64.75
135653934,4,2,120,581,1163782,1,1978554,60484,9.25,64.75
135656950,0,2,114,572,918603,1,1712897,63333,9.21,64.81
135656951,1,2,123,587,1156714,1,2056386,57959,9.21,64.81
135656953,2,2,131,598,1041502,1,2027361,65469,9.21,64.81
135656954,3,2,125,590,1158673,1,1924399,66339,9.21,64.81
135656956,4,2,136,606,1173274,1,1921795,59048,9.21,64.81
135659974,0,2,124,587,934596,1,1777268,62439,9.19,64.92
135659975,1,2,120,582,1153977,1,2025303,58195,9.19,64.92
135659977,2,2,119,579,1011966,1,2068952,66654,9.19,64.92
135659978,3,2,152,630,1170102,1,1884438,63871,9.19,64.92
135659980,4,2,113,571,1182843,1,2020511,61060,9.19,64.92
135662996,0,2,129,595,941581,1,1799055,61976,9.18,65.05
135662997,1,2,132,600,1177252,1,2023248,57199,9.18,65.05
135662999,2,2,152,629,1009230,1,2023248,63569,9.18,65.05
135663000,3,2,142,615,1152806,1,1957241,64742,9.18,65.05
135663002,4,2,137,608,1167333,1,1944696,58968,9.18,65.05
135666020,0,2,127,593,928605,1,1731550,62123,9.17,65.13
135666021,1,2,117,578,1164571,1,2021879,58451,9.17,65.13
135666023,2,2,120,582,1012651,1,2036301,66496,9.17,65.13
135666024,3,2,130,597,1164571,1,1935503,65914,9.17,65.13
135666026,4,2,97,544,1157889,1,2003487,62651,9.17,65.13
135669042,0,2,116,575,924529,1,1707110,63505,9.18,65.24
135669043,1,2,131,599,1188864,1,2028734,57257,9.18,65.24
135669045,2,2,124,588,993303,1,2002131,66115,9.18,65.24
135669046,3,2,150,627,1168519,1,1914006,64044,9.18,65.24
135669048,4,2,103,555,1162995,1,2028047,62039,9.18,65.24
135672066,0,2,132,600,929863,1,1735657,61662,9.15,65.25
135672067,1,2,126,591,1165754,1,1953932,57704,9.15,65.25
135672069,2,2,141,613,1004799,1,2039059,64545,9.15,65.25
135672070,3,2,140,613,1164571,1,1894670,64917,9.15,65.25
135672072,4,2,119,580,1166543,1,2011640,60566,9.15,65.25
135675088,0,2,112,569,919847,1,1768268,63526,9.18,65.28
135675089,1,2,119,580,1160636,1,2069652,58353,9.18,65.28
135675091,2,2,136,606,992295,1,2068251,64983,9.18,65.28
135675092,3,2,115,573,1178448,1,1923096,67403,9.18,65.28
135675094,4,2,105,558,1148133,1,1975878,61829,9.18,65.28
135678112,0,2,115,574,926722,1,1712897,63226,9.15,65.23
135678113,1,2,111,568,1191280,1,2036301,58988,9.15,65.23
135678115,2,2,106,560,992631,1,2067552,67906,9.15,65.23
135678116,3,2,114,573,1164571,1,1908184,67425,9.15,65.23
135678118,4,2,141,613,1183644,1,2035612,58669,9.15,65.23
135681136,0,2,127,593,918292,1,1708844,62123,9.16,65.20
135681137,1,2,121,583,1147356,1,2017095,58175,9.16,65.20
135681139,2,2,128,595,983934,1,2047358,65691,9.16,65.20
135681140,3,2,134,603,1163782,1,1904958,65491,9.16,65.20
135681142,4,2,116,576,1165754,1,2008239,60771,9.16,65.20
135684158,0,2,106,559,953124,1,1765876,64131,9.15,65.19
135684159,1,2,120,582,1136150,1,2028047,58214,9.15,65.19
135684161,2,2,118,578,1004459,1,2048744,66722,9.15,65.19
135684162,3,2,121,584,1156714,1,1915950,66722,9.15,65.19
135684164,4,2,129,595,1182043,1,2023248,59671,9.15,65.19
135687182,0,2,122,585,954738,1,1742131,62566,9.29,65.15
135687183,1,2,112,570,1166938,1,2043204,58908,9.29,65.15
135687185,2,2,151,628,1004119,1,2080186,63634,9.29,65.15
135687186,3,2,137,608,1189669,1,1984590,65226,9.29,65.15
135687188,4,2,118,579,1177252,1,1971869,60627,9.29,65.15
135690204,0,2,127,593,954092,1,1780278,62081,9.27,65.11
135690205,1,2,118,579,1131162,1,2027361,58392,9.27,65.11
135690207,2,2,132,600,1021256,1,1996042,65336,9.27,65.11
135690208,3,2,146,621,1203438,1,1931576,64392,9.27,65.11
135690210,4,2,109,564,1188864,1,1995366,61475,9.27,65.11
135693228,0,2,118,579,933964,1,1757529,62927,9.26,65.04
135693229,1,2,113,571,1170498,1,2053603,58828,9.26,65.04
135693231,2,2,154,632,999373,1,2033546,63397,9.26,65.04
135693232,3,2,137,607,1177252,1,1914006,65248,9.26,65.04
135693234,4,2,116,575,1186452,1,2007560,60833,9.26,65.04
135696250,0,2,112,569,925781,1,1742131,63526,9.32,65.03
135696251,1,2,116,576,1158673,1,1996042,58570,9.32,65.03
135696253,2,2,124,588,956355,1,2055690,66092,9.32,65.03
135696254,3,2,138,609,1178049,1,1931576,65160,9.32,65.03
135696256,4,2,126,591,1175659,1,2009599,59913,9.32,65.03
135699274,0,2,107,560,914570,1,1726283,64066,9.32,64.98
135699275,1,2,135,605,1152806,1,2024618,56967,9.32,64.98
135699277,2,2,117,577,1013680,1,2050131,66812,9.32,64.98
135699278,3,2,129,596,1204660,1,1911416,65958,9.32,64.98
135699280,4,2,119,581,1141546,1,1983247,60504,9.32,64.98
135702296,0,2,124,588,929234,1,1745081,62397,9.31,64.91
135702297,1,2,105,558,1168123,1,2032170,59570,9.31,64.91
135702299,2,2,135,604,1015053,1,2067552,65093,9.31,64.91
135702300,3,2,144,619,1180843,1,1961884,64545,9.31,64.91
135702302,4,2,142,615,1184847,1,2012321,58550,9.31,64.91
135705320,0,2,110,566,939989,1,1733309,63720,9.33,64.87
135705321,1,2,130,597,1172480,1,1993341,57373,9.33,64.87
135705323,2,2,140,612,1010255,1,2019827,64611,9.33,64.87
135705324,3,2,149,625,1169706,1,1918546,64153,9.33,64.87
135705326,4,2,132,600,1148911,1,2018460,59409,9.33,64.87
135708344,0,2,108,562,933332,1,1730378,63979,9.31,64.84
135708345,1,2,111,568,1180843,1,2009599,58988,9.31,64.84
135708347,2,2,130,597,1002422,1,2064056,65536,9.31,64.84
135708348,3,2,138,609,1175659,1,1943380,65160,9.31,64.84
135708350,4,2,123,586,1162208,1,1987279,60198,9.31,64.84
135711366,0,2,130,597,940944,1,1719286,61871,9.34,64.87
135711367,1,2,131,599,1132311,1,1992667,57296,9.34,64.87
135711369,2,2,128,595,1027497,1,2077371,65691,9.34,64.87
135711370,3,2,142,615,1158673,1,1906248,64764,9.34,64.87
135711372,4,2,99,548,1188461,1,1975878,62460,9.34,64.87
135714390,0,2,98,546,917360,1,1748037,64939,9.32,64.88
135714391,1,2,128,594,1165359,1,2052909,57568,9.32,64.88
135714393,2,2,130,597,1010939,1,2104974,65536,9.32,64.88
135714394,3,2,125,589,1178448,1,1923747,66384,9.32,64.88
135714396,4,2,100,550,1162995,1,2000099,62313,9.32,64.88
135717412,0,2,109,564,929549,1,1739774,63850,9.30,64.90
135717413,1,2,132,600,1150078,1,2049437,57218,9.30,64.90
135717415,2,2,100,550,1002422,1,2062659,68553,9.30,64.90
135717416,3,2,152,629,1194510,1,1931576,63893,9.30,64.90
135717418,4,2,105,558,1156714,1,1973204,61850,9.30,64.90
135720436,0,2,122,585,948618,1,1740952,62608,9.36,64.92
135720437,1,2,116,575,1199371,1,1981235,58610,9.36,64.92
135720439,2,2,113,570,998021,1,2052214,67243,9.36,64.92
135720440,3,2,128,593,1157889,1,1934193,66115,9.36,64.92
135720442,4,2,116,575,1143480,1,1979894,60854,9.36,64.92
135723458,0,2,119,581,930178,1,1777870,62842,9.41,64.88
135723459,1,2,98,546,1157889,1,2020511,60280,9.41,64.88
135723461,2,2,133,602,971032,1,2071754,65270,9.41,64.88
135723462,3,2,143,616,1162208,1,1930269,64676,9.41,64.88
135723464,4,2,140,612,1153586,1,1994691,58709,9.41,64.88
135726482,0,2,128,594,957975,1,1727452,62018,9.42,64.81
135726483,1,2,117,577,1184847,1,1998070,58471,9.42,64.81
135726485,2,2,124,588,990282,1,2034234,66092,9.42,64.81
135726486,3,2,132,601,1178049,1,1923096,65646,9.42,64.81
135726488,4,2,110,566,1145416,1,2004165,61371,9.42,64.81
135729504,0,2,119,580,938082,1,1743901,62863,9.47,64.72
135729505,1,2,120,581,1156714,1,2043896,58274,9.47,64.72
135729507,2,2,131,598,1025065,1,2088651,65469,9.47,64.72
135729508,3,2,154,632,1199777,1,1946671,63720,9.47,64.72
135729510,4,2,133,602,1141546,1,2015048,59288,9.47,64.72
135732528,0,2,136,606,942219,1,1727452,61350,9.49,64.62
135732529,1,2,121,584,1180444,1,1990645,58116,9.49,64.62
135732531,2,2,147,622,1003440,1,2042513,64001,9.49,64.62
135732532,3,2,129,596,1196128,1,1927658,65936,9.49,64.62
135732534,4,2,124,589,1162995,1,1967203,62144,9.49,64.62
135735552,0,2,119,581,915189,1,1778472,62842,9.51,64.51
135735553,1,2,112,569,1168914,1,2013684,58948,9.51,64.51
135735555,2,2,115,574,1007524,1,2087238,66993,9.51,64.51
135735556,3,2,131,598,1168519,1,1901094,65802,9.51,64.51
135735558,4,2,116,575,1172480,1,1951289,60833,9.51,64.51
135738574,0,2,122,585,923590,1,1765876,62566,9.51,64.41
135738575,1,2,115,575,1163782,1,2012321,58630,9.51,64.41
135738577,2,2,128,594,1000727,1,2017095,65735,9.51,64.41
135738578,3,2,134,603,1141933,1,1921795,65536,9.51,64.41
135738580,4,2,105,558,1177252,1,1954593,61829,9.51,64.41
135741598,0,2,111,568,924842,1,1751590,63612,9.47,64.37
135741599,1,2,120,581,1155540,1,2014366,58274,9.47,64.37
135741601,2,2,108,563,1011966,1,2023248,67723,9.47,64.37
135741602,3,2,143,617,1189669,1,1947989,64676,9.47,64.37
135741604,4,2,135,604,1125434,1,1963877,59168,9.47,64.37
135744620,0,2,105,557,944134,1,1753963,64262,9.51,64.38
135744621,1,2,109,564,1183644,1,2038369,59248,9.51,64.38
135744623,2,2,124,589,964155,1,2078075,66070,9.51,64.38
135744624,3,2,144,618,1191280,1,1935503,64611,9.51,64.38
135744626,4,2,133,601,1156714,1,2009599,59328,9.51,64.38
135747644,0,2,134,603,926408,1,1731550,61516,9.50,64.34
135747645,1,2,123,587,1177252,1,2012321,57939,9.50,64.34
135747647,2,2,134,603,1007524,1,2022563,65204,9.50,64.34
135747648,3,2,137,608,1171290,1,1915302,65204,9.50,64.34
135747650,4,2,106,560,1162995,1,2005522,61746,9.50,64.34
135750666,0,2,114,572,932069,1,1755745,63376,9.47,64.22
135750667,1,2,111,568,1173274,1,2053603,59008,9.47,64.22
135750669,2,2,130,597,1007524,1,2061961,65580,9.47,64.22
135750670,3,2,138,609,1167333,1,1923747,65160,9.47,64.22
135750672,4,2,114,573,1165754,1,1988625,60977,9.47,64.22
135753690,0,2,116,576,932385,1,1788734,63119,9.51,64.21
135753691,1,2,130,597,1176057,1,2076668,57373,9.51,64.21
135753693,2,2,121,583,975974,1,2064056,66406,9.51,64.21
135753694,3,2,133,602,1167333,1,1932884,65580,9.51,64.21
135753696,4,2,122,585,1150078,1,1964542,60259,9.51,64.21
135756712,0,2,118,579,927977,1,1731550,62970,9.51,64.23
135756713,1,2,116,575,1143480,1,2007560,58610,9.51,64.23
135756715,2,2,113,571,1004119,1,2096442,67175,9.51,64.23
135756716,3,2,128,595,1190474,1,1936813,66025,9.51,64.23
135756718,4,2,108,562,1140388,1,2000776,61600,9.51,64.23
135759736,0,2,113,570,925781,1,1750405,63462,9.48,64.23
135759737,1,2,116,575,1154758,1,2030795,58630,9.48,64.23
135759739,2,2,114,572,1007524,1,2056386,67152,9.48,64.23
135759740,3,2,133,601,1153586,1,1938781,65624,9.48,64.23
135759742,4,2,123,586,1164571,1,1985934,60218,9.48,64.23
135762760,0,2,122,585,929549,1,1735657,62566,9.55,64.25
135762761,1,2,125,589,1171687,1,2014366,57822,9.55,64.25
135762763,2,2,127,593,999711,1,2037680,65802,9.55,64.25
135762764,3,2,133,602,1160243,1,1959230,65558,9.55,64.25
135762766,4,2,125,590,1140388,1,2023248,59995,9.55,64.25
135765782,0,2,115,573,932700,1,1730378,63290,9.48,64.21
135765783,1,2,120,581,1191684,1,2032858,58254,9.48,64.21
135765785,2,2,137,607,1025065,1,2030107,64917,9.48,64.21
135765786,3,2,151,628,1162208,1,1971202,64001,9.48,64.21
135765788,4,2,117,577,1176455,1,1970535,60751,9.48,64.21
135768806,0,2,131,599,938717,1,1747445,61767,9.53,64.24
135768807,1,2,130,598,1168519,1,2043204,57354,9.53,64.24
135768809,2,2,111,568,1015397,1,2075263,67425,9.53,64.24
135768810,3,2,136,607,1175659,1,1883800,65270,9.53,64.24
135768812,4,2,116,576,1182843,1,1973872,60792,9.53,64.24
135771828,0,2,131,599,980610,1,1761697,61746,9.49,64.20
135771829,1,2,120,582,1161422,1,2018460,58214,9.49,64.20
135771831,2,2,128,595,994312,1,2041822,65691,9.49,64.20
135771832,3,2,127,592,1180843,1,1912711,66182,9.49,64.20
135771834,4,2,124,588,1173671,1,2016412,60096,9.49,64.20
135774852,0,2,122,584,945093,1,1753370,62630,9.52,64.15
135774853,1,2,95,540,1133078,1,2029420,60607,9.52,64.15
135774855,2,2,139,611,960572,1,2021879,64676,9.52,64.15
135774856,3,2,136,606,1185649,1,1917247,65314,9.52,64.15
135774858,4,2,131,599,1186452,1,1987952,59489,9.52,64.15
135777874,0,2,118,578,926408,1,1740952,63012,9.41,64.09
135777875,1,2,124,589,1147356,1,2025303,57861,9.41,64.09
135777877,2,2,131,599,1012309,1,2019827,65403,9.41,64.09
135777878,3,2,132,600,1172083,1,1901094,65713,9.41,64.09
135777880,4,2,128,594,1153586,1,1973204,59772,9.41,64.09
135780898,0,2,115,574,922029,1,1742131,63226,9.46,64.06
135780899,1,2,128,594,1160243,1,2023933,57568,9.46,64.06
135780901,2,2,104,556,1007524,1,2102837,65914,9.46,64.06
135780902,3,2,129,596,1155540,1,1961220,65936,9.46,64.06
135780904,4,2,121,583,1190474,1,2002131,60382,9.46,64.06
135783920,0,2,117,576,922965,1,1719868,63098,9.42,64.09
135783921,1,2,123,587,1197749,1,2019827,57959,9.42,64.09
135783923,2,2,127,592,1000388,1,2051519,65869,9.42,64.09
135783924,3,2,139,611,1182443,1,1910123,65049,9.42,64.09
135783926,4,2,125,590,1155149,1,1980564,59974,9.42,64.09
135786944,0,2,130,598,932385,1,1776667,61829,9.41,64.08
135786945,1,2,117,577,1159850,1,1977885,58511,9.41,64.08
135786947,2,2,133,602,965134,1,2056386,65226,9.41,64.08
135786948,3,2,132,601,1162995,1,1934848,65646,9.41,64.08
135786950,4,2,110,566,1183644,1,2004165,61371,9.41,64.08
135789968,0,2,120,581,944454,1,1744491,62799,9.39,64.11
135789969,1,2,119,580,1184847,1,1991993,58333,9.39,64.11
135789971,2,2,123,587,948618,1,2088651,66204,9.39,64.11
135789972,3,2,136,606,1188864,1,1937469,65336,9.39,64.11
135789974,4,2,118,578,1164571,1,2015048,60668,9.39,64.11
135792990,0,2,119,580,936179,1,1722198,62885,9.40,64.12
135792991,1,2,111,567,1159850,1,2030107,59048,9.40,64.12
135792993,2,2,138,609,971361,1,2070352,64786,9.40,64.12
135792994,3,2,128,594,1187657,1,1899807,66092,9.40,64.12
135792996,4,2,115,574,1150467,1,1984590,60874,9.40,64.12
135796014,0,2,111,568,948297,1,1767670,63612,9.37,64.19
135796015,1,2,106,559,1164965,1,2020511,59529,9.37,64.19
135796017,2,2,126,591,974984,1,2033546,65936,9.37,64.19
135796018,3,2,137,607,1155149,1,1925702,65270,9.37,64.19
135796020,4,2,124,588,1163782,1,1993341,60096,9.37,64.19
135799036,0,2,128,595,927035,1,1730964,61997,9.34,64.23
135799037,1,2,116,576,1134229,1,2017777,58550,9.34,64.23
135799039,2,2,145,620,993639,1,2071754,64153,9.34,64.23
135799040,3,2,132,600,1196938,1,1913358,65713,9.34,64.23
135799042,4,2,131,599,1124292,1,2010960,59469,9.34,64.23
135802060,0,2,129,596,927349,1,1727452,61934,9.37,64.28
135802061,1,2,116,575,1176057,1,2044588,58590,9.37,64.28
135802063,2,2,135,605,980610,1,2043204,65071,9.37,64.28
135802064,3,2,133,602,1177252,1,1947989,65580,9.37,64.28
135802066,4,2,129,596,1186853,1,2022563,59650,9.37,64.28
135805082,0,2,125,590,951190,1,1746263,62291,9.31,64.26
135805083,1,2,131,598,1159850,1,2056386,57335,9.31,64.26
135805085,2,2,131,599,966115,1,2058475,65425,9.31,64.26
135805086,3,2,137,608,1220667,1,1875530,65182,9.31,64.26
135805088,4,2,114,572,1161422,1,2009599,61019,9.31,64.26
135808106,0,2,110,565,945093,1,1738597,63763,9.39,64.32
135808107,1,2,129,596,1173274,1,2019144,57432,9.39,64.32
135808109,2,2,123,586,975644,1,2119988,66249,9.39,64.32
135808110,3,2,133,602,1167333,1,1938125,65558,9.39,64.32
135808112,4,2,110,566,1150467,1,1996042,61371,9.39,64.32
135811128,0,2,118,579,945413,1,1790551,62970,9.37,64.33
135811129,1,2,132,601,1188059,1,2000099,57199,9.37,64.33
135811131,2,2,121,584,994985,1,2109253,66406,9.37,64.33
135811132,3,2,133,601,1189669,1,1939437,65624,9.37,64.33
135811134,4,2,111,567,1164965,1,1985262,61288,9.37,64.33
135814152,0,2,123,587,929549,1,1701342,62460,9.31,64.36
135814153,1,2,111,568,1170498,1,2052909,59008,9.31,64.36
135814155,2,2,126,591,980278,1,2052214,65936,9.31,64.36
135814156,3,2,128,594,1165754,1,1932230,66070,9.31,64.36
135814158,4,2,115,575,1171290,1,1987952,60874,9.31,64.36
135817174,0,2,114,573,933648,1,1750998,63333,9.30,64.39
135817175,1,2,111,567,1163782,1,2009599,59048,9.30,64.39
135817177,2,2,126,591,1010597,1,2020511,65914,9.30,64.39
135817178,3,2,144,617,1194510,1,1940750,64632,9.30,64.39
135817180,4,2,146,621,1142319,1,1969868,58214,9.30,64.39
135820198,0,2,128,595,935546,1,1776667,62018,9.38,64.41
135820199,1,2,109,563,1209563,1,2024618,59268,9.38,64.41
135820201,2,2,104,555,983268,1,2036301,68229,9.38,64.41
135820202,3,2,134,604,1208335,1,1949968,65469,9.38,64.41
135820204,4,2,113,570,1162208,1,2027361,61143,9.38,64.41
135823222,0,2,133,602,925781,1,1757529,61558,9.32,64.45
135823223,1,2,115,574,1150078,1,2018460,58650,9.32,64.45
135823225,2,2,130,597,969062,1,2084414,65580,9.32,64.45
135823226,3,2,140,612,1190474,1,1936158,64961,9.32,64.45
135823228,4,2,117,576,1161815,1,2023248,60771,9.32,64.45
135826244,0,2,118,579,926095,1,1767072,62948,9.38,64.43
135826245,1,2,125,590,1171290,1,2012321,57802,9.38,64.43
135826247,2,2,122,585,1031329,1,2062659,66294,9.38,64.43
135826248,3,2,138,610,1200590,1,1897879,65093,9.38,64.43
135826250,4,2,150,626,1190474,1,1949308,57939,9.38,64.43
135829268,0,2,105,558,928605,1,1755151,64196,9.36,64.44
135829269,1,2,126,591,1167333,1,1996042,57743,9.36,64.44
135829271,2,2,133,601,975314,1,2030107,65292,9.36,64.44
135829272,3,2,128,594,1175261,1,1931576,66070,9.36,64.44
135829274,4,2,109,565,1136919,1,2005522,61433,9.36,64.44
135832290,0,2,120,581,937130,1,1746854,62799,9.31,64.42
135832291,1,2,127,593,1186050,1,2012321,57646,9.31,64.42
135832293,2,2,131,598,989277,1,2026675,65491,9.31,64.42
135832294,3,2,129,596,1197749,1,1920495,65936,9.31,64.42
135832296,4,2,117,577,1175659,1,1970535,60710,9.31,64.42
135835314,0,2,123,586,937130,1,1715799,62503,9.30,64.47
135835315,1,2,114,572,1176455,1,2034234,58769,9.30,64.47
135835317,2,2,117,578,999711,1,2036990,66789,9.30,64.47
135835318,3,2,127,592,1173671,1,1939437,66182,9.30,64.47
135835320,4,2,130,597,1166938,1,2023933,59570,9.30,64.47
135838336,0,2,115,574,948618,1,1761697,63226,9.32,64.51
135838337,1,2,119,580,1137689,1,2032170,58353,9.32,64.51
135838339,2,2,128,595,988942,1,2059868,65713,9.32,64.51
135838340,3,2,145,619,1185649,1,1931576,64501,9.32,64.51
135838342,4,2,126,591,1177650,1,1979224,59954,9.32,64.51
135841360,0,2,128,594,923903,1,1758124,62039,9.30,64.50
135841361,1,2,110,565,1165754,1,2028047,59168,9.30,64.50
135841363,2,2,122,585,991623,1,2085120,66316,9.30,64.50
135841364,3,2,135,605,1212432,1,1888908,65403,9.30,64.50
135841366,4,2,108,562,1168519,1,2017095,61600,9.30,64.50
135844382,0,2,125,590,972348,1,1737420,62313,9.32,64.54
135844383,1,2,122,584,1161815,1,2021195,58096,9.32,64.54
135844385,2,2,114,573,1002761,1,2102126,67084,9.32,64.54
135844386,3,2,158,637,1175659,1,1934193,63419,9.32,64.54
135844388,4,2,119,581,1170498,1,2038369,60525,9.32,64.54
135847406,0,2,109,565,929549,1,1730378,63806,9.28,64.54
135847407,1,2,121,583,1140774,1,2020511,58175,9.28,64.54
135847409,2,2,151,629,982936,1,2013684,63612,9.28,64.54
135847410,3,2,118,579,1188059,1,1904958,67061,9.28,64.54
135847412,4,2,122,584,1189669,1,2000099,60320,9.28,64.54
135850430,0,2,121,583,923903,1,1745081,62693,9.33,64.55
135850431,1,2,115,574,1190474,1,2073157,58650,9.33,64.55
135850433,2,2,112,569,999373,1,2048051,67311,9.33,64.55
135850434,3,2,115,573,1164965,1,1883163,67403,9.33,64.55
135850436,4,2,140,613,1191684,1,1963212,58709,9.33,64.55
135853452,0,2,122,585,930178,1,1749813,62566,9.36,64.57
135853453,1,2,138,609,1152026,1,2049437,56736,9.36,64.57
135853455,2,2,127,592,994985,1,2015730,65847,9.36,64.57
135853456,3,2,143,616,1225219,1,1936158,64720,9.36,64.57
135853458,4,2,110,566,1145804,1,1991993,61350,9.36,64.57
135856476,0,2,123,586,920470,1,1766474,62524,9.31,64.55
135856477,1,2,129,596,1179645,1,2032170,57471,9.31,64.55
135856479,2,2,129,596,992967,1,2063357,65624,9.31,64.55
135856480,3,2,131,599,1167333,1,1874261,65802,9.31,64.55
135856482,4,2,109,564,1192087,1,2002131,61516,9.31,64.55
135859498,0,2,107,560,938717,1,1739185,64088,9.37,64.64
135859499,1,2,114,572,1155149,1,2043204,58809,9.37,64.64
135859501,2,2,124,588,989612,1,2080186,66115,9.37,64.64
135859502,3,2,136,606,1179645,1,1908830,65336,9.37,64.64
135859504,4,2,109,565,1190071,1,1964542,61433,9.37,64.64
135862522,0,2,128,594,939035,1,1722198,62039,9.42,64.69
135862523,1,2,115,574,1174069,1,2028047,58689,9.42,64.69
135862525,2,2,135,604,1004459,1,2079482,65115,9.42,64.69
135862526,3,2,134,604,1203438,1,1930923,65469,9.42,64.69
135862528,4,2,110,566,1173274,1,1956579,61371,9.42,64.69
135865544,0,2,120,582,929234,1,1715799,62799,9.49,64.72
135865545,1,2,128,594,1221080,1,1999423,57587,9.49,64.72
135865547,2,2,119,580,999373,1,2078778,66654,9.49,64.72
135865548,3,2,139,610,1160243,1,1953932,65093,9.49,64.72
135865550,4,2,127,593,1186050,1,1973204,59792,9.49,64.72
135868568,0,2,118,579,926095,1,1721033,62948,9.51,64.71
135868569,1,2,111,568,1190474,1,2018460,59008,9.51,64.71
135868571,2,2,133,602,995996,1,2032170,65226,9.51,64.71
135868572,3,2,111,567,1161815,1,1933539,67837,9.51,64.71
135868574,4,2,130,597,1190071,1,2025989,59570,9.51,64.71
135871590,0,2,139,611,948939,1,1755151,61039,9.55,64.63
135871591,1,2,117,578,1166938,1,2020511,58471,9.55,64.63
135871593,2,2,130,597,997345,1,2067552,65558,9.55,64.63
135871594,3,2,134,604,1165359,1,1927658,65491,9.55,64.63
135871596,4,2,131,599,1138460,1,2006880,59489,9.55,64.63
135874614,0,2,124,588,939671,1,1762890,62439,9.52,64.55
135874615,1,2,127,593,1158673,1,2023933,57646,9.52,64.55
135874617,2,2,117,578,1016773,1,2028734,66789,9.52,64.55
135874618,3,2,132,600,1182043,1,1912063,65713,9.52,64.55
135874620,4,2,119,580,1174069,1,1996042,60545,9.52,64.55
135877638,0,2,119,580,932069,1,1767072,62863,9.51,64.47
135877639,1,2,115,574,1175261,1,2042513,58689,9.51,64.47
135877641,2,2,122,585,986602,1,2057082,66339,9.51,64.47
135877642,3,2,145,620,1168123,1,1953932,64501,9.51,64.47
135877644,4,2,110,566,1162208,1,1977216,61391,9.51,64.47
135880660,0,2,122,585,924529,1,1786919,62587,9.45,64.36
135880661,1,2,123,587,1144641,1,2027361,57978,9.45,64.36
135880663,2,2,144,618,983934,1,2080890,64262,9.45,64.36
135880664,3,2,148,623,1199777,1,1933539,64283,9.45,64.36
135880666,4,2,108,562,1158281,1,2059171,61620,9.45,64.36
135883684,0,2,108,562,968079,1,1775465,63979,9.47,64.33
135883685,1,2,116,576,1154758,1,1997393,58590,9.47,64.33
135883687,2,2,126,591,993976,1,2103549,65958,9.47,64.33
135883688,3,2,147,622,1182443,1,1923747,64370,9.47,64.33
135883690,4,2,119,580,1203845,1,1958567,60566,9.47,64.33
135886706,0,2,123,586,969718,1,1762294,62503,9.45,64.31
135886707,1,2,127,592,1171290,1,2010279,57665,9.45,64.31
135886709,2,2,124,588,999711,1,2050131,66160,9.45,64.31
135886710,3,2,142,615,1171687,1,1943380,64786,9.45,64.31
135886712,4,2,113,570,1184045,1,2009599,61143,9.45,64.31
135889730,0,2,118,579,924529,1,1735657,62948,9.39,64.26
135889731,1,2,111,567,1186853,1,2026675,59088,9.39,64.26
135889733,2,2,126,591,1024025,1,2046665,65914,9.39,64.26
135889734,3,2,149,625,1191684,1,1910123,64196,9.39,64.26
135889736,4,2,113,570,1182443,1,2039059,61143,9.39,64.26
135892752,0,2,113,571,919225,1,1747445,63440,9.40,64.29
135892753,1,2,120,582,1182843,1,2075263,58254,9.40,64.29
135892755,2,2,129,596,1006160,1,2016412,65646,9.40,64.29
135892756,3,2,137,608,1182443,1,1928963,65204,9.40,64.29
135892758,4,2,126,591,1153196,1,1978554,59913,9.40,64.29
135895785,0,2,121,584,957003,1,1737420,62672,9.41,64.33
135895788,1,2,115,574,1179645,1,2050131,58669,9.41,64.33
135895789,2,2,145,619,987604,1,2062659,64196,9.41,64.33
135895791,3,2,142,616,1186050,1,1934193,64742,9.41,64.33
135895792,4,2,125,590,1190071,1,2028734,59995,9.41,64.33
135898808,0,2,115,574,928605,1,1770664,63247,9.47,64.31
135898809,1,2,117,577,1193298,1,2080890,58511,9.47,64.31
135898811,2,2,142,615,995996,1,2107112,64458,9.47,64.31
135898812,3,2,148,624,1163782,1,1949968,64240,9.47,64.31
135898814,4,2,115,574,1161815,1,1953932,60915,9.47,64.31
135901832,0,2,130,598,949903,1,1725699,61850,9.47,64.28
135901833,1,2,124,589,1153196,1,1998070,57861,9.47,64.28
135901835,2,2,133,602,979615,1,2062659,65226,9.47,64.28
135901836,3,2,143,617,1223976,1,1954593,64654,9.47,64.28
135901838,4,2,121,583,1169706,1,2015048,60361,9.47,64.28
135904856,0,2,120,582,937447,1,1716379,62799,9.55,64.21
135904857,1,2,125,590,1168914,1,2023933,57783,9.55,64.21
135904859,2,2,127,592,971690,1,2003487,65869,9.55,64.21
135904860,3,2,131,599,1196128,1,1928963,65802,9.55,64.21
